province,month,suhu_rata_rata_c,suhu_maksimum_c,suhu_minimum_c,kelembapan_rata_rata_persen,curah_hujan_mm,kecepatan_angin_maks_kmh,radiasi_matahari_mj,luas_panen,produksi,produktivitas,suhu_rata_rata_c_lag_1,suhu_rata_rata_c_lag_2,suhu_rata_rata_c_lag_3,curah_hujan_mm_lag_1,curah_hujan_mm_lag_2,curah_hujan_mm_lag_3,kelembapan_rata_rata_persen_lag_1,kelembapan_rata_rata_persen_lag_2,kelembapan_rata_rata_persen_lag_3,kecepatan_angin_maks_kmh_lag_1,kecepatan_angin_maks_kmh_lag_2,kecepatan_angin_maks_kmh_lag_3,radiasi_matahari_mj_lag_1,radiasi_matahari_mj_lag_2,radiasi_matahari_mj_lag_3
Sumatera Utara,2024-03,26.5741935484,31.0548387097,23.3806451613,88.4838709677,269.6,13.3516129032,19.7825806452,32382.601666666666,170041.6825,52.51,26.2172413793,25.5935483871,,248.9,442.9,,88.8965517241,91.3870967742,,12.0793103448,11.2774193548,,19.07,15.9232258065,
Sumatera Utara,2024-04,26.9033333333,31.3766666667,24.0466666667,90.5666666667,379.1,11.51,18.2713333333,32382.601666666666,170041.6825,52.51,26.5741935484,26.2172413793,25.5935483871,269.6,248.9,442.9,88.4838709677,88.8965517241,91.3870967742,13.3516129032,12.0793103448,11.2774193548,19.7825806452,19.07,15.9232258065
Sumatera Utara,2024-05,27.1483870968,31.1903225806,24.4,90.2903225806,449.8,10.5903225806,15.8038709677,32382.601666666666,170041.6825,52.51,26.9033333333,26.5741935484,26.2172413793,379.1,269.6,248.9,90.5666666667,88.4838709677,88.8965517241,11.51,13.3516129032,12.0793103448,18.2713333333,19.7825806452,19.07
Sumatera Utara,2024-06,26.5766666667,30.9766666667,23.5466666667,88.7666666667,347.9,10.4433333333,17.4923333333,32382.601666666666,170041.6825,52.51,27.1483870968,26.9033333333,26.5741935484,449.8,379.1,269.6,90.2903225806,90.5666666667,88.4838709677,10.5903225806,11.51,13.3516129032,15.8038709677,18.2713333333,19.7825806452
Sumatera Utara,2024-07,27.0741935484,31.7129032258,23.5774193548,85.6129032258,150.6,10.1,18.4425806452,32382.601666666666,170041.6825,52.51,26.5766666667,27.1483870968,26.9033333333,347.9,449.8,379.1,88.7666666667,90.2903225806,90.5666666667,10.4433333333,10.5903225806,11.51,17.4923333333,15.8038709677,18.2713333333
Sumatera Utara,2024-08,25.864516129000002,30.1,23.2322580645,90.3548387097,574.7,11.0580645161,17.7161290323,32382.601666666666,170041.6825,52.51,27.0741935484,26.5766666667,27.1483870968,150.6,347.9,449.8,85.6129032258,88.7666666667,90.2903225806,10.1,10.4433333333,10.5903225806,18.4425806452,17.4923333333,15.8038709677
Sumatera Utara,2024-09,26.1666666667,30.3833333333,23.44,89.6333333333,484.6,9.9466666667,18.1376666667,32382.601666666666,170041.6825,52.51,25.864516129000002,27.0741935484,26.5766666667,574.7,150.6,347.9,90.3548387097,85.6129032258,88.7666666667,11.0580645161,10.1,10.4433333333,17.7161290323,18.4425806452,17.4923333333
Sumatera Utara,2024-10,25.8935483871,30.164516129,23.164516129,90.1290322581,575.1,10.3612903226,17.5322580645,32382.601666666666,170041.6825,52.51,26.1666666667,25.864516129000002,27.0741935484,484.6,574.7,150.6,89.6333333333,90.3548387097,85.6129032258,9.9466666667,11.0580645161,10.1,18.1376666667,17.7161290323,18.4425806452
Sumatera Utara,2024-11,25.5033333333,29.23,23.2033333333,91.4,597.8,10.0233333333,13.9026666667,32382.601666666666,170041.6825,52.51,25.8935483871,26.1666666667,25.864516129000002,575.1,484.6,574.7,90.1290322581,89.6333333333,90.3548387097,10.3612903226,9.9466666667,11.0580645161,17.5322580645,18.1376666667,17.7161290323
Sumatera Utara,2024-12,25.8225806452,29.5225806452,23.4451612903,89.1935483871,493.2,9.764516129,14.2064516129,32382.601666666666,170041.6825,52.51,25.5033333333,25.8935483871,26.1666666667,597.8,575.1,484.6,91.4,90.1290322581,89.6333333333,10.0233333333,10.3612903226,9.9466666667,13.9026666667,17.5322580645,18.1376666667
